OrphaCode,DiseaseName,PrevalenceType,PrevalenceQualification,PrevalenceClass,ValMoy,PrevalenceGeographic
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.281,Croatia
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.718,Czech Republic
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.473,Estonia
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.83,Finland
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,5.854,Germany
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,4.772,Iceland
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,7.2,Ireland
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.612,Italy
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.372,Latvia
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.468,Lithuania
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,2.575,Malta
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.592,Norway
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,2.414,Poland
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,4.592,Portugal
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,4.54,Slovakia
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,3.904,Slovenia
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,4.777,Spain
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,6.413,Switzerland
70482,Carcinoma of esophagus,Annual incidence,Value and class,1-9 / 100 000,8.362,Netherlands
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,>1 / 1000,151.0,Italy
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,45.5,Finland
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,49.5,Sweden
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,26.0,Netherlands
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,20.0,France
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,11.0,Norway
70476,Vernal keratoconjunctivitis,Point prevalence,Value and class,1-5 / 10 000,32.0,Europe
70475,Radiation proctitis,Point prevalence,Value and class,1-5 / 10 000,35.0,Europe
69744,Circumscribed palmoplantar hypokeratosis,Cases/families,Case(s),,17.0,Worldwide
69744,Circumscribed palmoplantar hypokeratosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69745,Warty dyskeratoma,Point prevalence,Class only,Unknown,0.0,Worldwide
69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,Cases/families,Case(s),,4.0,Worldwide
69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69736,Bilateral acute depigmentation of the iris,Cases/families,Case(s),,62.0,Worldwide
69736,Bilateral acute depigmentation of the iris,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69737,Bosley-Salih-Alorainy syndrome,Cases/families,Case(s),,16.0,Worldwide
69737,Bosley-Salih-Alorainy syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69739,Athabaskan brainstem dysgenesis syndrome,Cases/families,Case(s),,13.0,Worldwide
69739,Athabaskan brainstem dysgenesis syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69663,Low phospholipid-associated cholelithiasis,Point prevalence,Class only,Unknown,0.0,Worldwide
69665,Intrahepatic cholestasis of pregnancy,Point prevalence,Class only,Unknown,0.0,Europe
69723,Tyrosinemia type 3,Cases/families,Case(s),,20.0,Worldwide
69723,Tyrosinemia type 3,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69126,PAPA syndrome,Cases/families,Case(s),,53.0,Worldwide
69126,PAPA syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69087,Naegeli-Franceschetti-Jadassohn syndrome,Point prevalence,Value and class,<1 / 1 000 000,0.035,Europe
69125,Anonychia with flexural pigmentation,Cases/families,Case(s),,3.0,Worldwide
69125,Anonychia with flexural pigmentation,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69088,Hypohidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,Cases/families,Case(s),,2.0,Worldwide
69088,Hypohidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69083,"Ectodermal dysplasia with natal teeth, Turnpenny type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69083,"Ectodermal dysplasia with natal teeth, Turnpenny type",Cases/families,Family(ies),,1.0,Worldwide
69082,Odonto-tricho-ungual-digito-palmar syndrome,Cases/families,Case(s),,21.0,Worldwide
69082,Odonto-tricho-ungual-digito-palmar syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69085,Limb-mammary syndrome,Cases/families,Case(s),,38.0,Worldwide
69085,Limb-mammary syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69084,Pure hair and nail ectodermal dysplasia,Cases/families,Case(s),,20.0,Worldwide
69084,Pure hair and nail ectodermal dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
69077,Rhabdoid tumor,Cases/families,Case(s),,500.0,Worldwide
69077,Rhabdoid tumor,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe
69077,Rhabdoid tumor,Point prevalence,Class only,Unknown,0.0,Worldwide
69076,Familial renal glucosuria,Point prevalence,Class only,Unknown,0.0,Worldwide
69078,Liposarcoma,Annual incidence,Value and class,1-9 / 100 000,1.0,Europe
69078,Liposarcoma,Annual incidence,Value and class,1-9 / 1 000 000,0.59,United States
69078,Liposarcoma,Point prevalence,Class only,Unknown,0.0,Worldwide
69061,Idiopathic steroid-sensitive nephrotic syndrome,Point prevalence,Class only,Unknown,0.0,Europe
69063,Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization,Cases/families,Case(s),,15.0,Worldwide
69063,Congenital membranous nephropathy due to fetomaternal anti-neutral endopeptidase alloimmunization,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
67048,3-methylglutaconic aciduria type 4,Point prevalence,Class only,Unknown,0.0,Worldwide
69028,Dysostosis with brachydactyly,Point prevalence,Class only,Unknown,0.0,Worldwide
67046,3-methylglutaconic aciduria type 1,Cases/families,Case(s),,20.0,Worldwide
67046,3-methylglutaconic aciduria type 1,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
67047,3-methylglutaconic aciduria type 3,Point prevalence,Class only,Unknown,0.0,Worldwide
67044,Thrombocytopenia with congenital dyserythropoietic anemia,Cases/families,Family(ies),,3.0,Worldwide
67044,Thrombocytopenia with congenital dyserythropoietic anemia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
67045,X-linked intellectual disability with isolated growth hormone deficiency,Cases/families,Family(ies),,2.0,Worldwide
67045,X-linked intellectual disability with isolated growth hormone deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
67042,Late-onset retinal degeneration,Point prevalence,Class only,Unknown,0.0,Worldwide
67043,Amoebic keratitis,Point prevalence,Value and class,1-9 / 100 000,1.0,Europe
67039,Segmental odontomaxillary dysplasia,Cases/families,Case(s),,32.0,Worldwide
67039,Segmental odontomaxillary dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
67041,Hyaluronidase deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
67038,B-cell chronic lymphocytic leukemia,Point prevalence,Value and class,1-5 / 10 000,48.0,Europe
67038,B-cell chronic lymphocytic leukemia,Annual incidence,Value and class,1-9 / 100 000,7.05,France
66662,Extracutaneous mastocytoma,Cases/families,Case(s),,7.0,Worldwide
66662,Extracutaneous mastocytoma,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
67036,Autosomal dominant optic atrophy and cataract,Cases/families,Family(ies),,3.0,Worldwide
67036,Autosomal dominant optic atrophy and cataract,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66661,Mast cell sarcoma,Point prevalence,Value and class,<1 / 1 000 000,0.015,Europe
66646,Cutaneous mastocytosis,Point prevalence,Class only,Unknown,0.0,Worldwide
66637,Diaphanospondylodysostosis,Cases/families,Case(s),,18.0,Worldwide
66637,Diaphanospondylodysostosis,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66634,Dilated cardiomyopathy with ataxia,Point prevalence,Class only,Unknown,0.0,Worldwide
66633,Sensorineural hearing loss-early graying-essential tremor syndrome,Cases/families,Case(s),,3.0,Worldwide
66633,Sensorineural hearing loss-early graying-essential tremor syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66631,CEDNIK syndrome,Cases/families,Case(s),,13.0,Worldwide
66631,CEDNIK syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66630,Congenital pseudoarthrosis of the clavicle,Cases/families,Case(s),,200.0,Worldwide
66630,Congenital pseudoarthrosis of the clavicle,Point prevalence,Value and class,1-9 / 100 000,5.7,Worldwide
66629,Goldberg-Shprintzen megacolon syndrome,Cases/families,Case(s),,24.0,Worldwide
66629,Goldberg-Shprintzen megacolon syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66628,Obesity due to congenital leptin deficiency,Cases/families,Case(s),,30.0,Worldwide
66628,Obesity due to congenital leptin deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66627,Tenosynovial giant cell tumor,Point prevalence,Value and class,1-5 / 10 000,20.0,Europe
66625,Cerebrooculonasal syndrome,Cases/families,Case(s),,21.0,Worldwide
66625,Cerebrooculonasal syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
66624,PANDAS,Point prevalence,Class only,Unknown,0.0,Worldwide
66529,Tako-Tsubo cardiomyopathy,Point prevalence,Class only,Unknown,0.0,Worldwide
66529,Tako-Tsubo cardiomyopathy,Annual incidence,Value and class,1-9 / 100 000,2.98,France
66518,Short fifth metacarpals-insulin resistance syndrome,Cases/families,Case(s),,6.0,Worldwide
66518,Short fifth metacarpals-insulin resistance syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65283,Timothy syndrome,Cases/families,Case(s),,56.0,Worldwide
65283,Timothy syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65282,Carvajal syndrome,Cases/families,Case(s),,7.0,Worldwide
65282,Carvajal syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
562639,Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
65285,Lhermitte-Duclos disease,Cases/families,Case(s),,220.0,Worldwide
65285,Lhermitte-Duclos disease,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65284,Biotin-thiamine-responsive basal ganglia disease,Cases/families,Case(s),,48.0,Worldwide
65284,Biotin-thiamine-responsive basal ganglia disease,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65287,Beta-ureidopropionase deficiency,Cases/families,Case(s),,5.0,Worldwide
65287,Beta-ureidopropionase deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65286,3q29 microdeletion syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
65681,Vaginal atresia,Point prevalence,Class only,Unknown,0.0,Worldwide
65288,Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,Cases/families,Case(s),,4.0,Worldwide
65288,Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65683,Isolated focal cortical dysplasia,Point prevalence,Class only,Unknown,0.0,Worldwide
65682,Benign recurrent intrahepatic cholestasis,Point prevalence,Class only,Unknown,0.0,Worldwide
65720,Arthrogryposis-severe scoliosis syndrome,Cases/families,Family(ies),,2.0,Worldwide
65720,Arthrogryposis-severe scoliosis syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65684,Monomelic amyotrophy,Point prevalence,Class only,Unknown,0.0,Worldwide
65748,Multiple self-healing squamous epithelioma,Point prevalence,Class only,Unknown,0.0,Worldwide
65748,Multiple self-healing squamous epithelioma,Cases/families,Case(s),,100.0,Worldwide
65743,Autosomal dominant multiple pterygium syndrome,Cases/families,Case(s),,4.0,Worldwide
65743,Autosomal dominant multiple pterygium syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65759,Carpenter syndrome,Cases/families,Case(s),,70.0,Worldwide
65759,Carpenter syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
65753,Charcot-Marie-Tooth disease type 1,Point prevalence,Value and class,1-5 / 10 000,17.5,Worldwide
64744,IgG4-related thyroid disease,Annual incidence,Value and class,1-9 / 100 000,1.06,United States
64744,IgG4-related thyroid disease,Point prevalence,Class only,Unknown,0.0,Worldwide
64745,Pruritic urticarial papules and plaques of pregnancy,Point prevalence,Class only,Unknown,0.0,Worldwide
64746,Autosomal dominant Charcot-Marie-Tooth disease type 2,Point prevalence,Class only,1-5 / 10 000,0.0,Europe
64747,X-linked Charcot-Marie-Tooth disease,Point prevalence,Value and class,1-9 / 100 000,1.6,Europe
64748,Dejerine-Sottas syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
64749,Charcot-Marie-Tooth disease type 4,Point prevalence,Class only,1-5 / 10 000,0.0,Europe
64751,Hereditary motor and sensory neuropathy type 5,Cases/families,Case(s),,25.0,Worldwide
64751,Hereditary motor and sensory neuropathy type 5,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
562509,Heme oxygenase-1 deficiency,Cases/families,Case(s),,3.0,Worldwide
562509,Heme oxygenase-1 deficiency,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
64752,Hereditary sensory and autonomic neuropathy type 5,Point prevalence,Class only,<1 / 1 000 000,0.0,Europe
64752,Hereditary sensory and autonomic neuropathy type 5,Point prevalence,Value and class,<1 / 1 000 000,0.035,Japan
64753,Spinocerebellar ataxia with axonal neuropathy type 2,Point prevalence,Value and class,1-9 / 1 000 000,0.11,France
64754,Nevus comedonicus syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,Cases/families,Case(s),,14.0,Worldwide
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
64755,Becker nevus syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,Cases/families,Case(s),,7.0,Worldwide
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,Cases/families,Case(s),,10.0,Worldwide
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
64686,Tolosa-Hunt syndrome,Annual incidence,Value and class,1-9 / 1 000 000,0.1,Worldwide
64686,Tolosa-Hunt syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
64542,"Acrofacial dysostosis, Kennedy-Teebi type",Cases/families,Case(s),,2.0,Worldwide
64542,"Acrofacial dysostosis, Kennedy-Teebi type",Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
64280,Childhood absence epilepsy,Annual incidence,Value and class,1-9 / 100 000,5.0,United States
64280,Childhood absence epilepsy,Point prevalence,Class only,Unknown,0.0,Europe
64722,Granulomatous mastitis,Point prevalence,Value and class,1-9 / 100 000,2.4,Worldwide
64720,Leiomyosarcoma,Annual incidence,Class only,Unknown,0.0,Worldwide
64720,Leiomyosarcoma,Point prevalence,Class only,Unknown,0.0,Worldwide
64694,Trench fever,Point prevalence,Class only,Unknown,0.0,Worldwide
64739,Ovarian hyperstimulation syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
64734,Iridocorneal endothelial syndrome,Point prevalence,Class only,Unknown,0.0,Worldwide
64743,Hepatoportal sclerosis,Point prevalence,Class only,Unknown,0.0,Worldwide
64742,Pleuropulmonary blastoma,Prevalence at birth,Value and class,1-9 / 1 000 000,0.5,Europe
64742,Pleuropulmonary blastoma,Point prevalence,Class only,Unknown,0.0,Worldwide
64741,Pulmonary blastoma,Cases/families,Case(s),,350.0,Worldwide
64741,Pulmonary blastoma,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
64741,Pulmonary blastoma,Annual incidence,Class only,<1 / 1 000 000,0.0,Europe
64741,Pulmonary blastoma,Annual incidence,Value and class,<1 / 1 000 000,0.002,Belgium
64741,Pulmonary blastoma,Annual incidence,Value and class,<1 / 1 000 000,0.005,Finland
64741,Pulmonary blastoma,Annual incidence,Value and class,<1 / 1 000 000,0.001,Germany
64741,Pulmonary blastoma,Annual incidence,Value and class,<1 / 1 000 000,0.002,Italy
64741,Pulmonary blastoma,Annual incidence,Value and class,<1 / 1 000 000,0.002,Netherlands
63259,Iniencephaly,Prevalence at birth,Value and class,1-5 / 10 000,50.0,Europe
63259,Iniencephaly,Point prevalence,Class only,Unknown,0.0,Worldwide
63442,Angel-shaped phalango-epiphyseal dysplasia,Cases/families,Case(s),,20.0,Worldwide
63442,Angel-shaped phalango-epiphyseal dysplasia,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
63273,FLNC-related handgrip and calf weakness-distal myopathy,Cases/families,Case(s),,16.0,Worldwide
63273,FLNC-related handgrip and calf weakness-distal myopathy,Point prevalence,Class only,<1 / 1 000 000,0.0,Worldwide
63275,Pemphigoid gestationis,Annual incidence,Value and class,1-9 / 1 000 000,0.2,Germany
